999787, 0.0966572, 0.0728929, 5, 1.80241, 0.0373444, 0.0130605, 3, 1.28352
4993995, 0.926536, 0.63427, 6, 2.13676, 0.240603, 0.0797952, 3, 1.39255
9976576, 2.42281, 1.77222, 6, 2.53393, 0.442583, 0.148544, 3, 1.39187
14947546, 4.3279, 3.33045, 8, 2.78549, 0.654589, 0.218945, 3, 1.39037
19906824, 6.52582, 5.17633, 8, 2.97039, 0.818588, 0.274997, 3, 1.38914
24854866, 9.08695, 7.03674, 8, 3.1159, 1.08084, 0.31126, 3, 1.38825
29791730, 11.6664, 8.96948, 8, 3.23467, 1.29562, 0.405032, 3, 1.38709
34716252, 14.9579, 11.3587, 8, 3.3355, 1.55884, 0.435638, 3, 1.38587
39629517, 18.1913, 13.9244, 9, 3.42266, 1.78231, 0.513491, 3, 1.38493
44531581, 20.8267, 15.9109, 9, 3.5002, 1.91937, 0.577406, 3, 1.38386
49422429, 23.5432, 18.134, 10, 3.56854, 2.23604, 0.631305, 3, 1.38288
54301302, 27.5534, 20.9728, 11, 3.63035, 2.29384, 0.723366, 2, 1.38175
59170495, 30.596, 23.0706, 10, 3.68747, 2.52304, 0.869098, 3, 1.38074
64025868, 34.3425, 25.8617, 10, 3.73955, 3.61928, 1.70791, 2, 1.3796
68869629, 40.1433, 29.1148, 10, 3.78758, 9.78607, 2.38709, 2, 1.37874
73704367, 43.4763, 31.6802, 10, 3.83238, 9.36871, 1.22216, 3, 1.37764
78529711, 61.5012, 35.3903, 10, 3.87382, 38.3186, 1.46352, 2, 1.37657
83339143, 73.0331, 37.5619, 11, 3.91248, 46.6412, 1.59497, 2, 1.37529
88142182, 158.574, 47.6137, 11, 3.9477, 80.3592, 9.21531, 2, 1.37427
92930081, 171.995, 46.1501, 11, 3.97716, 134.926, 11.6887, 2, 1.37358
